popularity;acousticness;danceability;duration_ms;energy;instrumentalness;key;liveness;loudness;mode;speechiness;tempo;valence;music_genre
31.0;0.635;0.406;397707.0;0.467;0.0579999999999999;G#;0.416;-10.869000000000002;Major;0.0619;81.819;0.726;Blues
33.0;0.595;0.5820000000000001;252947.0;0.7190000000000001;8.4e-06;G;0.1369999999999999;-7.382000000000001;Major;0.0422;105.89;0.516;Anime
45.0;0.246;0.599;213233.0;0.7240000000000001;0.0;A#;0.118;-5.515;Major;0.0281;133.07299999999998;0.352;Country
57.0;0.155;0.835;258933.0;0.447;0.0087599999999999;F#;0.108;-14.901;Major;0.22;113.082;0.8390000000000001;Hip-Hop
45.0;0.0353;0.644;176387.0;0.7929999999999999;0.0;D;0.105;-4.581;Major;0.039;142.019;0.632;Country
22.0;0.731;0.493;157133.0;0.42;0.0;G#;0.0832;-13.892;Major;0.0337;174.641;0.947;Blues
58.0;0.0983;0.784;217213.0;0.8109999999999999;0.0;B;0.186;-2.218;Minor;0.1369999999999999;104.97;0.804;Rap
56.0;0.163;0.7509999999999999;146333.0;0.71;0.0;G#;0.179;-4.586;Major;0.0858;147.183;0.631;Rap
31.0;0.086;0.8190000000000001;228429.0;0.8959999999999999;0.0567;C#;0.127;-5.102;Major;0.037;140.02200000000002;0.238;Electronic
56.0;0.0504;0.5920000000000001;-1.0;0.795;6.35e-06;G;0.0852;-6.13;Major;0.0291;157.067;0.705;Country
44.0;0.102;0.368;344400.0;0.476;0.00242;D#;0.0779;-12.73;Minor;0.052;115.252;0.294;Jazz
68.0;0.0734;0.924;-1.0;0.596;0.0;C#;0.14;-3.287;Major;0.113;95.502;0.7879999999999999;Hip-Hop
65.0;0.55;0.606;178840.0;0.621;0.000117;G#;0.3329999999999999;-5.914;Major;0.0871;;0.37;Hip-Hop
69.0;2.23e-05;0.353;255733.0;0.898;0.105;D;0.39;-5.877000000000001;Major;0.052;103.293;0.525;Alternative
65.0;0.2269999999999999;0.631;178333.0;0.6609999999999999;1.43e-06;F;0.166;-5.5;Minor;0.0999;174.03099999999998;0.698;Electronic
32.0;0.0107;0.72;249000.0;0.815;0.8059999999999999;D;0.687;-7.481;Minor;0.0656;160.08700000000002;0.431;Electronic
53.0;0.1169999999999999;0.755;257600.0;0.63;0.0;F;0.124;-5.909;Minor;0.0838;150.141;0.368;Rap
42.0;2.36e-06;0.417;295373.0;0.902;0.0151;B;0.08;-5.638;Major;0.0424;145.039;0.595;Classical
41.0;0.96;0.392;162773.0;0.307;0.0451;D;0.0854;-13.074000000000002;Minor;0.0333;136.88299999999998;0.3379999999999999;Classical
59.0;0.151;0.6920000000000001;-1.0;0.62;0.0;C#;0.158;-7.837000000000001;Minor;0.0701;150.02200000000002;0.596;Hip-Hop
29.0;0.994;0.382;207747.0;0.00108;0.8240000000000001;D;0.0869;-39.086;Minor;0.0544;65.411;0.1669999999999999;Classical
27.0;0.0134;0.312;321600.0;0.981;0.0619;F;0.289;-2.7880000000000003;Minor;0.38;149.6;0.043;Electronic
0.0;0.0413;0.6859999999999999;186714.0;0.471;0.748;B;0.0979;-11.388;Minor;0.0764;89.975;0.173;Electronic
59.0;0.0224;0.6920000000000001;-1.0;0.655;0.0519;A;0.11;-5.757999999999999;Major;0.0482;141.015;0.4;Hip-Hop
22.0;0.176;0.359;237311.0;0.933;3.86e-05;G;0.304;-0.026;Minor;0.0435;128.02100000000002;0.401;Anime
37.0;0.979;0.348;468010.0;0.263;0.922;D#;0.42;-18.944000000000003;Major;0.0373;138.893;0.37;Classical
8.0;0.76;0.81;78173.0;0.3389999999999999;0.89;G#;0.0684;-14.648;Major;0.0385;130.047;0.6559999999999999;Anime
58.0;0.648;0.33;272000.0;0.325;0.0;F#;0.109;-7.912000000000001;Minor;0.0299;135.51;0.2239999999999999;Rock
56.0;0.0144;0.725;202214.0;0.503;1.52e-06;A#;0.124;-5.646;Major;0.209;153.047;0.0636;Rap
61.0;0.351;0.541;199490.0;0.483;0.4;C#;0.111;-10.675;Minor;0.0514;80.73;0.6409999999999999;Rock
59.0;0.244;0.7170000000000001;-1.0;0.925;0.0;C;0.287;-4.246;Major;0.311;137.989;0.412;Hip-Hop
57.0;0.114;0.679;183525.0;0.71;0.00322;G#;0.255;-5.009;Minor;0.0321;;0.685;Alternative
41.0;0.0167;0.397;167893.0;0.606;0.0;G;0.123;-5.312;Major;0.0303;160.018;0.237;Alternative
50.0;0.0566;0.6940000000000001;192707.0;0.504;0.0;F#;0.178;-6.881;Major;0.131;98.006;0.605;Alternative
27.0;0.332;0.12;54493.0;0.465;0.691;B;0.18;-9.791;Major;0.0412;83.29700000000001;0.0322;Anime
31.0;0.00255;0.489;37227.0;0.955;0.166;F;0.531;-10.369000000000002;Minor;0.0995;96.029;0.212;Anime
54.0;0.00507;0.866;90734.0;0.723;4.27e-06;A;0.317;-6.233;Major;0.1889999999999999;;0.828;Hip-Hop
56.0;0.0029;0.555;266960.0;0.682;0.0;C;0.0662;-5.711;Major;0.0269;105.987;0.3829999999999999;Alternative
23.0;0.0402;0.569;205853.0;0.868;0.0045299999999999;D;0.122;-8.09;Major;0.0825;145.22;0.522;Blues
31.0;0.00861;0.787;175212.0;0.831;0.605;C#;0.0788;-3.3680000000000003;Minor;0.0649;100.041;0.346;Electronic
41.0;0.921;0.283;263933.0;0.174;0.6759999999999999;E;0.0582;-21.064;Minor;0.0331;;0.1169999999999999;Jazz
33.0;0.154;0.335;275107.0;0.379;0.000839;G;0.0857;-7.392;Major;0.0326;151.813;0.203;Country
54.0;0.00448;0.825;191973.0;0.669;0.0;D;0.0359;-3.617;Minor;0.0947;99.96;0.954;Rap
53.0;0.154;0.419;238400.0;0.8640000000000001;0.0;G;0.2689999999999999;-3.372;Major;0.291;96.483;0.512;Rap
46.0;1.39e-06;0.3229999999999999;228053.0;0.836;0.129;F#;0.141;-8.509;Major;0.0479;;0.597;Alternative
57.0;0.00826;0.68;187057.0;0.695;0.000412;F#;0.1989999999999999;-5.772;Minor;0.144;179.972;0.509;Electronic
24.0;0.00358;0.525;283320.0;0.8740000000000001;0.0;B;0.13;-4.152;Major;0.0445;97.026;0.826;Anime
53.0;0.051;0.8009999999999999;207094.0;0.7070000000000001;0.0;D;0.355;-4.894;Major;0.293;130.109;0.8540000000000001;Rap
38.0;0.978;0.452;64168.0;0.0785;0.914;A;0.106;-23.385;Minor;0.0764;201.773;0.588;Jazz
43.0;0.953;0.4679999999999999;192693.0;0.163;0.637;C;0.103;-11.927;Major;0.0304;107.538;0.42;Jazz
35.0;0.957;0.201;198693.0;0.115;0.151;G#;0.108;-15.789;Major;0.0406;147.055;0.0393;Classical
62.0;0.0495;0.496;184258.0;0.529;1.78e-06;B;0.098;-9.243;Minor;0.0303;155.05700000000002;0.223;Hip-Hop
57.0;0.0012699999999999;0.389;196760.0;0.767;0.0;D;0.435;-4.314;Major;0.149;;0.544;Alternative
31.0;0.931;0.3329999999999999;215213.0;0.0793;0.866;C;0.174;-24.473000000000003;Major;0.0414;56.213;0.5579999999999999;Classical
28.0;0.7070000000000001;0.245;282400.0;0.412;0.0;F#;0.143;-5.928999999999999;Minor;0.0334;206.101;0.465;Anime
44.0;0.91;0.649;368595.0;0.4639999999999999;0.926;B;0.111;-11.497;Major;0.0378;120.996;0.233;Jazz
44.0;0.0028699999999999;0.735;169049.0;0.953;0.721;C#;0.595;-4.459;Major;0.0453;;0.481;Electronic
34.0;0.602;0.62;-1.0;0.5529999999999999;0.0;F#;0.0706;-6.895;Major;0.0905;;0.695;Blues
30.0;0.00724;0.713;246453.0;0.6679999999999999;0.0158;F#;0.0898;-4.816;Major;0.0447;97.986;0.639;Blues
56.0;0.00349;0.7709999999999999;236106.0;0.821;6.43e-05;B;0.108;-3.387;Minor;0.192;113.971;0.507;Hip-Hop
27.0;0.637;0.6970000000000001;-1.0;0.713;0.872;C#;0.0457;-10.653;Minor;0.0449;99.952;0.629;Anime
0.0;0.865;0.142;344400.0;0.155;0.922;F#;0.106;-19.854;Major;0.039;140.489;0.115;Classical
64.0;0.263;0.782;170435.0;0.508;0.0706;A;0.157;-7.153;Major;0.231;137.954;0.356;Rap
28.0;0.0035399999999999;0.268;223002.0;0.816;0.0;D;0.0528;-3.053;Minor;0.0452;143.90200000000002;0.846;Anime
42.0;0.272;0.6940000000000001;260667.0;0.628;0.0605;F;0.159;-13.651;Minor;0.0348;91.83;0.8809999999999999;Jazz
5.0;0.0461;0.609;176389.0;0.532;0.947;A#;0.0864;-8.456;Minor;0.0993;90.0;0.743;Jazz
57.0;0.863;0.315;252067.0;0.2239999999999999;0.000377;C;0.109;-11.94;Major;0.0406;206.727;0.0727;Rock
23.0;0.993;0.351;342840.0;0.0069;0.916;C#;0.092;-30.917;Major;0.0456;127.782;0.0951;Classical
44.0;0.43;0.408;279973.0;0.623;0.00105;E;0.7070000000000001;-8.054;Major;0.0312;;0.371;Blues
52.0;0.00671;0.84;167520.0;0.797;0.00434;B;0.0951;-2.858;Minor;0.165;100.497;0.743;Alternative
27.0;0.851;0.7020000000000001;344880.0;0.53;0.86;B;0.267;-15.566;Minor;0.0315;120.021;0.332;Anime
47.0;0.0493;0.52;-1.0;0.851;1.3699999999999998e-05;F#;0.2689999999999999;-4.781000000000001;Major;0.0434;161.96;0.341;Country
40.0;0.0309;0.3879999999999999;329853.0;0.815;0.0;D;0.162;-3.959;Minor;0.0367;160.05;0.451;Anime
44.0;0.135;0.369;225640.0;0.593;5.14e-06;E;0.124;-7.99;Minor;0.0533;145.986;0.1939999999999999;Blues
48.0;0.68;0.4679999999999999;173867.0;0.637;0.000222;B;0.119;-8.384;Major;0.27;;0.633;Hip-Hop
33.0;0.131;0.441;556427.0;0.542;2.3800000000000003e-05;G;0.103;-12.444;Major;0.0439;111.545;0.37;Blues
60.0;0.523;0.65;155960.0;0.495;0.723;C;0.123;-6.385;Minor;0.0451;80.032;0.3939999999999999;Hip-Hop
43.0;0.367;0.428;179893.0;0.346;1.76e-05;D;0.231;-9.722;Major;0.0297;144.32;0.415;Blues
63.0;0.4039999999999999;0.541;78743.0;0.747;0.0;G;0.086;-6.811;Minor;0.162;83.286;0.604;Rap
53.0;0.0102;0.787;150108.0;0.382;0.0;C#;0.092;-9.983;Major;0.45;86.779;0.392;Alternative
39.0;0.0425;0.498;218013.0;0.8109999999999999;0.0;C#;0.0959;-8.884;Minor;0.044;76.782;0.828;Jazz
59.0;9.03e-05;0.519;242747.0;0.969;0.0;F#;0.111;-2.34;Minor;0.0662;77.01100000000001;0.48;Rock
56.0;0.365;0.53;-1.0;0.753;4.19e-05;C;0.2689999999999999;-5.551;Major;0.0346;123.979;0.38;Rock
51.0;0.636;0.637;208120.0;0.6559999999999999;0.00692;B;0.0941;-9.486;Major;0.0431;80.438;0.6659999999999999;Country
52.0;0.0418;0.534;180547.0;0.818;5.61e-06;F#;0.0822;-5.295;Major;0.0669;149.92600000000002;0.594;Country
40.0;0.0292;0.362;242600.0;0.978;0.0;G;0.262;-1.433;Major;0.168;195.078;0.42;Anime
12.0;0.616;0.4;82720.0;0.6779999999999999;0.946;C#;0.0864;-7.17;Minor;0.0445;144.013;0.5820000000000001;Anime
56.0;0.344;0.7070000000000001;192000.0;0.442;0.713;G#;0.476;-6.9510000000000005;Minor;0.178;170.00400000000002;0.609;Jazz
36.0;0.5710000000000001;0.523;172333.0;0.812;4.1200000000000005e-05;G;0.119;-5.2010000000000005;Major;0.032;157.82299999999998;0.848;Country
51.0;0.02;0.367;198440.0;0.7909999999999999;6.1e-06;F;0.124;-4.203;Major;0.139;;0.374;Rap
62.0;0.00132;0.421;250252.0;0.91;0.0;G;0.357;-3.724;Major;0.1;146.024;0.723;Rock
39.0;0.239;0.847;194853.0;0.322;0.0;C#;0.0778;-12.922;Major;0.0546;114.557;0.946;Blues
48.0;0.252;0.879;537164.0;0.777;0.8490000000000001;A#;0.0883;-10.709;Minor;0.0559;110.003;0.198;Electronic
61.0;0.033;0.568;225027.0;0.631;0.0;G;0.144;-5.622999999999999;Major;0.0273;105.096;0.23;Hip-Hop
64.0;0.00364;0.767;275707.0;0.551;0.0;C;0.0451;-7.327999999999999;Major;0.0616;100.904;0.7959999999999999;Hip-Hop
24.0;0.977;0.155;176893.0;0.0985;0.8859999999999999;C;0.0868;-15.91;Minor;0.0452;68.119;0.0325;Anime
40.0;0.145;0.485;-1.0;0.382;0.525;C#;0.0736;-7.763999999999999;Major;0.0663;187.864;0.0954;Electronic
33.0;0.258;0.731;-1.0;0.5489999999999999;0.0;F#;0.072;-8.878;Minor;0.175;127.978;0.519;Jazz
39.0;0.0648;0.7390000000000001;219828.0;0.584;0.873;B;0.259;-5.485;Minor;0.0542;93.997;0.59;Jazz
35.0;0.087;0.534;209173.0;0.8440000000000001;0.0;D#;0.236;-3.931;Major;0.0461;163.991;0.457;Country
39.0;0.22;0.56;240600.0;0.675;0.0;C;0.2789999999999999;-3.715;Major;0.0342;77.547;0.372;Country
62.0;0.8809999999999999;0.665;206480.0;0.4639999999999999;0.0;A#;0.179;-6.811;Major;0.034;;0.521;Rock
26.0;0.0941;0.654;205640.0;0.93;0.0;G;0.152;-3.386;Major;0.059;112.031;0.765;Blues
55.0;0.135;0.6920000000000001;213320.0;0.968;4.53e-06;A;0.062;-3.252;Minor;0.0364;111.906;0.901;Alternative
25.0;0.0203;0.466;241920.0;0.485;0.0066599999999999;D;0.0766;-7.046;Minor;0.0292;131.312;0.379;Blues
39.0;0.942;0.6990000000000001;184200.0;0.61;0.00164;C;0.293;-4.0360000000000005;Minor;0.131;116.446;0.68;Jazz
45.0;0.53;0.3379999999999999;132613.0;0.5760000000000001;0.0;F#;0.38;-6.1610000000000005;Minor;0.0372;116.237;0.662;Blues
31.0;0.3329999999999999;0.492;226720.0;0.685;1.9e-05;A#;0.12;-5.553999999999999;Minor;0.118;173.375;0.705;Blues
57.0;0.0427;0.446;-1.0;0.795;0.0;A#;0.375;-5.195;Major;0.0428;74.953;0.249;Rock
58.0;0.142;0.46;283753.0;0.326;1.01e-05;G;0.0449;-10.699000000000002;Major;0.0418;152.54;0.321;Rock
41.0;0.285;0.71;205240.0;0.652;2.87e-05;G#;0.166;-7.476;Major;0.0294;122.189;0.597;Alternative
53.0;0.06;0.768;-1.0;0.5710000000000001;1.56e-06;G#;0.254;-8.312000000000001;Minor;0.162;91.485;0.351;Hip-Hop
56.0;0.0297;0.584;204387.0;0.813;0.000197;F#;0.272;-7.221;Major;0.0582;95.081;0.774;Rock
52.0;0.0399;0.74;-1.0;0.703;5.69e-06;A;0.0378;-11.87;Major;0.0576;;0.816;Country
63.0;0.6940000000000001;0.6509999999999999;210000.0;0.347;0.0249;C;0.11;-9.175;Major;0.0341;75.97800000000001;0.5329999999999999;Jazz
53.0;0.177;0.655;304693.0;0.429;0.0;A#;0.0643;-12.824000000000002;Major;0.0289;118.732;0.528;Rock
21.0;0.0076799999999999;0.381;260667.0;0.94;1.51e-05;A#;0.074;-1.764;Minor;0.0616;141.94899999999998;0.245;Anime
14.0;0.402;0.6940000000000001;124000.0;0.596;0.8290000000000001;A;0.226;-13.06;Minor;0.0562;129.957;0.873;Anime
44.0;0.045;0.57;-1.0;0.485;3.74e-05;G;0.392;-8.863;Minor;0.0291;;0.35;Alternative
29.0;0.00699;0.545;222745.0;0.91;0.0222;C#;0.355;-4.346;Major;0.0675;152.985;0.282;Electronic
81.0;0.0311;0.939;337941.0;0.551;0.0;C#;0.192;-9.126;Major;0.291;118.552;0.42;Rap
41.0;0.371;0.415;293987.0;0.295;0.00545;A;0.111;-11.539;Major;0.0346;136.046;0.305;Blues
17.0;3.46e-05;0.359;91693.0;0.902;0.863;E;0.271;-9.038;Minor;0.0438;161.862;0.727;Anime
53.0;8e-06;0.262;156627.0;0.836;0.3429999999999999;A;0.2789999999999999;-7.242999999999999;Minor;0.0963;160.555;0.4629999999999999;Blues
44.0;0.126;0.773;223493.0;0.764;1.14e-05;B;0.223;-6.206;Major;0.256;91.301;0.53;Alternative
55.0;0.0265;0.55;216787.0;0.81;0.0;D;0.127;-4.77;Minor;0.0486;91.954;0.411;Rock
61.0;0.161;0.674;166087.0;0.5660000000000001;9.42e-06;F;0.349;-9.07;Minor;0.408;140.114;0.752;Rap
45.0;0.728;0.427;202227.0;0.13;0.0025399999999999;A;0.1969999999999999;-18.891;Major;0.0287;84.198;0.1689999999999999;Jazz
9.0;0.000567;0.509;292787.0;0.949;0.000261;D;0.241;-0.551;Minor;0.134;127.997;0.332;Anime
65.0;0.0449;0.477;184747.0;0.728;0.0;G#;0.1009999999999999;-5.975;Major;0.0337;162.084;0.613;Country
45.0;0.156;0.3829999999999999;236527.0;0.64;0.00228;B;0.2239999999999999;-10.534;Minor;0.0542;162.269;0.58;Alternative
48.0;0.988;0.265;451973.0;0.00281;0.934;F;0.096;-29.091;Minor;0.0472;83.84299999999999;0.0824;Classical
28.0;0.177;0.504;200160.0;0.865;0.000895;D;0.345;-4.099;Major;0.0504;107.995;0.5429999999999999;Blues
54.0;0.0146;0.5579999999999999;309667.0;0.563;0.000195;A;0.273;-11.259;Major;0.0543;120.99;0.617;Rock
56.0;0.993;0.278;333707.0;0.00448;0.926;C#;0.0579;-32.897;Major;0.0528;70.87100000000001;0.0391;Classical
30.0;0.57;0.386;293267.0;0.785;0.0;C;0.986;-8.601;Major;0.178;92.437;0.429;Jazz
30.0;0.0134;0.546;228267.0;0.977;8.34e-06;B;0.0719;-1.58;Minor;0.0558;89.992;0.754;Anime
47.0;0.0141;0.495;222400.0;0.485;0.0;G#;0.0782;-9.777;Major;0.0489;154.9;0.406;Country
61.0;0.262;0.374;201600.0;0.8859999999999999;0.000985;B;0.0919;-4.004;Minor;0.0613;150.082;0.113;Electronic
24.0;0.985;0.3;540800.0;0.109;0.907;C;0.0598;-22.56;Major;0.0344;88.945;0.389;Classical
55.0;0.0539;0.631;193604.0;0.965;0.474;G#;0.877;-4.163;Minor;0.076;150.001;0.492;Electronic
0.0;0.918;0.1009999999999999;436867.0;0.0792;0.0505;A#;0.62;-25.364;Major;0.0419;89.712;0.0362;Classical
48.0;0.0111;0.574;202320.0;0.2739999999999999;0.7859999999999999;A;0.123;-13.553;Major;0.0286;125.652;0.111;Rock
35.0;0.915;0.35;100427.0;0.191;0.0;A#;0.688;-9.615;Major;0.03;148.939;0.51;Country
59.0;0.0294;0.679;298653.0;0.755;0.00428;A;0.0663;-5.846;Minor;0.0332;92.945;0.696;Rock
37.0;0.263;0.6679999999999999;190828.0;0.755;0.0012;G;0.13;-6.515;Major;0.0294;101.105;0.6;Country
55.0;0.0611;0.821;246545.0;0.706;2.73e-06;C#;0.185;-3.3760000000000003;Major;0.044;130.017;0.4579999999999999;Hip-Hop
58.0;0.347;0.684;256133.0;0.275;3.96e-05;C;0.0706;-14.955;Minor;0.0513;112.026;0.512;Hip-Hop
36.0;0.0004469999999999;0.604;232933.0;0.92;0.00173;C#;0.0996;-3.875;Major;0.0409;100.046;0.736;Anime
50.0;0.129;0.815;145334.0;0.462;0.0384;F#;0.113;-11.514;Minor;0.0644;83.965;0.8079999999999999;Electronic
56.0;0.0645;0.6940000000000001;256154.0;0.7020000000000001;0.0;G#;0.155;-4.63;Major;0.0605;;0.495;Rap
24.0;0.0218;0.629;196800.0;0.986;0.13;E;0.425;0.423;Minor;0.151;100.012;0.0789;Electronic
29.0;0.516;0.5489999999999999;289827.0;0.589;0.0029;D;0.185;-6.631;Minor;0.0969;73.188;0.505;Blues
37.0;0.149;0.517;212617.0;0.835;0.000441;C;0.186;-4.619;Major;0.0409999999999999;149.07299999999998;0.435;Electronic
69.0;0.623;0.638;-1.0;0.535;0.0391;A;0.0837;-7.792000000000001;Minor;0.0415;84.947;0.504;Electronic
46.0;0.469;0.7809999999999999;180160.0;0.898;0.0;C#;0.0824;-5.922000000000001;Minor;0.5429999999999999;89.985;0.145;Hip-Hop
59.0;0.204;0.958;253867.0;0.705;2.02e-05;C#;0.115;-4.916;Major;0.1669999999999999;124.997;0.516;Rap
73.0;0.0634;0.812;207059.0;0.628;0.0;A#;0.254;-6.164;Minor;0.0682;123.004;0.485;Rap
26.0;0.991;0.318;308000.0;0.129;0.878;G#;0.0907;-19.925;Major;0.0424;110.405;0.035;Classical
0.0;0.993;0.248;77333.0;0.134;0.904;A;0.115;-14.98;Major;0.0476;87.36200000000001;0.599;Classical
45.0;0.226;0.5720000000000001;217427.0;0.4029999999999999;6.03e-06;E;0.158;-11.675;Major;0.0266;77.958;0.416;Country
32.0;0.8;0.324;160733.0;0.1969999999999999;0.0;G#;0.1369999999999999;-16.363;Major;0.0358;128.903;0.263;Jazz
74.0;0.44;0.3989999999999999;192760.0;0.591;0.0616;F#;0.446;-8.792;Minor;0.052;79.892;0.175;Rap
24.0;0.627;0.209;123400.0;0.373;0.93;C;0.156;-11.595999999999998;Major;0.0356;140.20600000000002;0.484;Anime
20.0;0.00857;0.565;-1.0;0.943;7.9e-06;G#;0.146;-4.026;Minor;0.0407;130.02200000000002;0.625;Anime
39.0;0.306;0.664;195413.0;0.846;0.0;B;0.216;-4.497;Major;0.0301;136.994;0.7390000000000001;Country
60.0;0.282;0.551;302840.0;0.73;0.923;G;0.148;-7.69;Minor;0.0274;126.967;0.672;Alternative
56.0;0.0353;0.701;152253.0;0.525;2.55e-06;C#;0.0615;-7.938;Minor;0.382;75.693;0.385;Alternative
66.0;0.106;0.66;200227.0;0.799;0.0;G#;0.154;-4.644;Major;0.0995;125.966;0.475;Rock
30.0;0.1169999999999999;0.406;152773.0;0.7509999999999999;0.3779999999999999;D#;0.259;-12.902;Minor;0.0549;130.262;0.56;Blues
51.0;0.0416;0.627;-1.0;0.6940000000000001;0.000579;B;0.195;-6.978;Major;0.156;77.956;0.3279999999999999;Hip-Hop
12.0;0.991;0.254;106933.0;0.203;0.8859999999999999;G;0.313;-19.116;Minor;0.04;109.666;0.172;Classical
56.0;0.000186;0.479;203032.0;0.936;0.0;D#;0.238;-3.77;Major;0.0611;146.03799999999998;0.522;Rock
43.0;0.0325;0.497;184707.0;0.8959999999999999;2.07e-05;G;0.102;-3.514;Major;0.0396;86.98100000000001;0.675;Country
50.0;0.8;0.532;162587.0;0.768;2.01e-05;E;0.377;-8.698;Minor;0.0551;116.026;0.698;Rock
25.0;0.0161;0.815;149647.0;0.6659999999999999;0.552;C#;0.0745;-5.995;Major;0.2269999999999999;;0.483;Electronic
34.0;0.948;0.25;514253.0;0.0706;0.872;F;0.579;-20.368;Minor;0.0445;131.145;0.0527;Classical
34.0;0.8059999999999999;0.157;371840.0;0.0286;2.64e-05;B;0.2;-22.296;Major;0.0412;178.767;0.143;Classical
38.0;0.381;0.629;346600.0;0.546;0.0034;D;0.1159999999999999;-11.656;Minor;0.0273;127.525;0.281;Jazz
47.0;0.0495;0.816;230625.0;0.691;0.0;C#;0.083;-4.772;Minor;0.158;136.05700000000002;0.4029999999999999;Alternative
31.0;0.0776;0.623;216400.0;0.535;0.0068;B;0.157;-8.689;Minor;0.0321;126.906;0.4379999999999999;Blues
76.0;0.0254;0.936;161013.0;0.495;0.0;C#;0.087;-6.062;Major;0.2289999999999999;139.951;0.299;Rap
42.0;0.417;0.82;406800.0;0.581;0.0256;E;0.49;-12.606;Minor;0.0555;100.006;0.792;Electronic
62.0;0.7709999999999999;0.467;280360.0;0.367;2.27e-05;A;0.0847;-8.164;Major;0.0298;70.85600000000001;0.205;Rock
62.0;0.706;0.6629999999999999;354533.0;0.264;0.0;C;0.1;-14.571;Major;0.0914;122.482;0.657;Blues
38.0;0.256;0.623;190413.0;0.422;0.000417;E;0.146;-9.079;Major;0.0228;96.792;0.611;Country
35.0;0.804;0.711;146760.0;0.8029999999999999;0.000165;C;0.271;-6.229;Major;0.0477;156.695;0.892;Blues
28.0;0.000958;0.534;215666.0;0.942;0.774;C#;0.426;-5.089;Major;0.0533;138.679;0.884;Jazz
34.0;0.954;0.0676;642000.0;0.0174;0.545;E;0.114;-22.031;Major;0.0384;72.242;0.0684;Classical
37.0;0.586;0.5489999999999999;181067.0;0.345;6.14e-05;C;0.0537;-16.77;Major;0.4629999999999999;155.368;0.8320000000000001;Alternative
47.0;0.154;0.509;209267.0;0.679;0.0;G;0.108;-6.232;Major;0.0355;146.039;0.301;Country
51.0;0.3;0.633;160907.0;0.417;3.06e-06;C#;0.114;-9.11;Minor;0.0265;81.976;0.506;Rock
42.0;3.48e-05;0.44;217533.0;0.954;0.314;C#;0.0924;-5.11;Major;0.1369999999999999;183.791;0.5379999999999999;Alternative
42.0;0.982;0.3229999999999999;211533.0;0.131;0.912;C;0.0697;-21.845;Minor;0.0639;168.702;0.113;Anime
28.0;0.0129;0.7829999999999999;302003.0;0.5539999999999999;0.0;B;0.0956;-4.854;Minor;0.152;95.001;0.541;Blues
52.0;0.0509;0.763;244999.0;0.223;0.0;G;0.114;-9.271;Minor;0.0646;99.977;0.743;Rap
41.0;0.0658;0.405;274267.0;0.7929999999999999;0.809;G;0.106;-7.364;Minor;0.103;104.036;0.938;Electronic
25.0;0.221;0.556;221173.0;0.8859999999999999;1.32e-05;F#;0.108;-3.38;Major;0.0504;;0.6629999999999999;Blues
47.0;0.141;0.72;249507.0;0.5720000000000001;0.0;C;0.107;-2.807;Major;0.0542;69.465;0.691;Alternative
55.0;0.374;0.488;338427.0;0.63;0.0;C;0.163;-9.839;Major;0.508;154.15200000000002;0.413;Rap
60.0;0.179;0.64;255040.0;0.733;0.0;F#;0.218;-6.197;Major;0.0484;88.98100000000001;0.627;Alternative
60.0;0.0254;0.616;98360.0;0.598;4.8e-06;F;0.115;-6.688;Minor;0.0329;82.94;0.345;Rap
29.0;0.000154;0.526;-1.0;0.972;0.797;A;0.2239999999999999;-7.542000000000001;Major;0.0623;;0.7020000000000001;Anime
63.0;0.0127;0.601;190374.0;0.852;7.269999999999999e-05;D;0.0877;-5.097;Major;0.0582;110.006;0.465;Rock
21.0;0.128;0.347;331773.0;0.8859999999999999;9.41e-06;G#;0.176;-5.584;Major;0.133;169.99599999999998;0.422;Anime
68.0;0.00704;0.608;203841.0;0.536;3.59e-05;G#;0.46;-5.355;Minor;0.0469;112.035;0.1669999999999999;Electronic
22.0;0.000933;0.303;-1.0;0.939;0.221;E;0.15;-3.836;Minor;0.337;161.975;0.2339999999999999;Anime
24.0;0.784;0.471;311187.0;0.608;0.457;A#;0.121;-10.954;Major;0.0446;97.382;0.0378;Electronic
33.0;0.523;0.6809999999999999;306712.0;0.317;0.917;C;0.384;-14.024;Minor;0.0401;115.028;0.158;Electronic
61.0;0.00598;0.8540000000000001;176885.0;0.727;0.0;C#;0.0867;-6.846;Major;0.114;95.986;0.7659999999999999;Rap
47.0;0.0162;0.682;321763.0;0.492;0.0456;A;0.107;-13.151;Major;0.0569;151.016;0.3979999999999999;Electronic
30.0;0.00652;0.472;286333.0;0.945;5.24e-05;F;0.141;-3.3680000000000003;Major;0.0457;152.002;0.82;Anime
54.0;0.0443;0.598;218600.0;0.722;0.0;E;0.127;-5.544;Major;0.0367;153.924;0.752;Rock
68.0;0.0237;0.7959999999999999;215690.0;0.718;0.0;C#;0.105;-7.215;Minor;0.2769999999999999;156.07;0.867;Hip-Hop
50.0;0.0073799999999999;0.815;100180.0;0.522;0.0;C#;0.1119999999999999;-6.352;Major;0.433;165.012;0.171;Hip-Hop
13.0;0.995;0.6920000000000001;178667.0;0.132;0.948;D;0.104;-25.546;Major;0.0579999999999999;;0.595;Anime
58.0;0.55;0.5589999999999999;194307.0;0.4639999999999999;0.0;F#;0.107;-9.687;Major;0.0272;98.354;0.351;Rock
42.0;1.49e-05;0.4589999999999999;221500.0;0.6729999999999999;0.0017399999999999;C#;0.0505;-8.846;Major;0.0279999999999999;101.159;0.5489999999999999;Alternative
